County,2020,2021,2022,Rank in state,Percent change,Percent change,Rank in state,State
Millard,"40,580","44,325","47,223",17,9.2,6.5,6,Utah
Morgan,"60,155","64,614","68,196",4,7.4,5.5,7,Utah
Piute,"48,292","47,928","65,332",6,-0.8,36.3,1,Utah
Rich,"42,525","44,091","45,226",23,3.7,2.6,21,Utah
Salt Lake,"57,292","63,558","66,326",5,10.9,4.4,10,Utah
San Juan,"32,504","34,247","35,597",29,5.4,3.9,14,Utah
Sanpete,"36,828","39,845","42,023",25,8.2,5.5,8,Utah
Sevier,"39,552","42,438","43,272",24,7.3,2,22,Utah
Summit,"164,349","205,410","225,996",1,25,10,2,Utah
Tooele,"41,853","44,851","46,657",19,7.2,4,13,Utah
Uintah,"33,216","35,348","36,463",28,6.4,3.2,17,Utah
Utah,"47,183","51,103","53,812",9,8.3,5.3,9,Utah
Wasatch,"68,334","76,488","82,840",2,11.9,8.3,4,Utah
Washington,"45,360","49,425","50,746",12,9,2.7,20,Utah
Wayne,"48,926","50,133","50,646",13,2.5,1,25,Utah
Weber,"46,020","49,498","51,138",11,7.6,3.3,16,Utah
Addison,"55,761","59,842","62,065",6,7.3,3.7,5,Vermont
Bennington,"55,683","58,412","60,136",7,4.9,3,7,Vermont
Caledonia,"47,803","50,256","50,508",13,5.1,0.5,13,Vermont
Chittenden,"63,772","67,969","70,571",2,6.6,3.8,2,Vermont
Essex,"43,793","45,679","45,397",14,4.3,-0.6,14,Vermont
Franklin,"52,041","54,588","55,989",11,4.9,2.6,8,Vermont
Grand Isle,"64,887","68,680","71,245",1,5.8,3.7,4,Vermont
Lamoille,"57,739","61,461","64,041",5,6.4,4.2,1,Vermont
Orange,"52,909","55,304","56,029",10,4.5,1.3,12,Vermont
Orleans,"49,897","52,213","53,215",12,4.6,1.9,10,Vermont
Rutland,"54,826","56,441","58,596",8,2.9,3.8,3,Vermont
Washington,"64,276","67,021","69,232",3,4.3,3.3,6,Vermont
Windham,"53,101","55,590","56,923",9,4.7,2.4,9,Vermont
Windsor,"62,220","66,958","67,971",4,7.6,1.5,11,Vermont
Accomack,"50,924","56,453","54,153",46,10.9,-4.1,105,Virginia
Amelia,"46,030","50,324","52,977",48,9.3,5.3,6,Virginia
Amherst,"40,998","44,049","44,723",85,7.4,1.5,80,Virginia
Appomattox,"41,929","45,438","45,951",75,8.4,1.1,84,Virginia
Arlington,"97,751","108,980","112,313",2,11.5,3.1,40,Virginia
Bath,"69,736","69,468","74,728",13,-0.4,7.6,1,Virginia
Bedford,"50,096","53,650","54,837",44,7.1,2.2,65,Virginia
Bland,"39,111","42,162","42,629",91,7.8,1.1,85,Virginia
Botetourt,"55,106","57,273","59,504",33,3.9,3.9,19,Virginia
Brunswick,"36,672","40,267","41,082",93,9.8,2,69,Virginia
Buchanan,"39,621","43,165","45,289",80,8.9,4.9,9,Virginia
Buckingham,"33,515","37,026","37,877",104,10.5,2.3,62,Virginia
Caroline,"47,241","50,548","51,500",54,7,1.9,73,Virginia
Charles City,"54,205","56,703","57,151",38,4.6,0.8,88,Virginia
Charlotte,"39,367","44,074","45,263",81,12,2.7,50,Virginia
Chesterfield,"58,219","62,033","64,035",24,6.6,3.2,38,Virginia
Clarke,"69,063","75,346","77,961",10,9.1,3.5,30,Virginia
Craig,"42,970","46,315","47,392",69,7.8,2.3,60,Virginia
Culpeper,"51,440","54,266","55,962",42,5.5,3.1,39,Virginia
Cumberland,"40,805","45,265","46,446",72,10.9,2.6,52,Virginia
Dickenson,"37,129","40,480","41,038",94,9,1.4,81,Virginia
Essex,"47,869","51,462","51,690",52,7.5,0.4,92,Virginia
Fauquier,"74,288","79,392","82,872",8,6.9,4.4,13,Virginia
Floyd,"43,639","47,556","48,912",63,9,2.9,47,Virginia
Fluvanna,"48,349","52,434","53,333",47,8.4,1.7,75,Virginia
Franklin,"47,157","50,783","52,577",50,7.7,3.5,26,Virginia
Giles,"42,845","48,074","49,522",61,12.2,3,41,Virginia
Gloucester,"52,246","56,313","57,498",37,7.8,2.1,67,Virginia
Goochland,"99,944","110,612","116,296",1,10.7,5.1,7,Virginia
Grayson,"35,067","37,923","38,942",102,8.1,2.7,51,Virginia
Greene,"46,174","50,185","51,629",53,8.7,2.9,46,Virginia
Halifax,"39,536","43,237","44,509",87,9.4,2.9,44,Virginia
Hanover,"65,092","69,263","72,302",15,6.4,4.4,12,Virginia
Henrico,"69,268","74,225","76,976",11,7.2,3.7,22,Virginia
Highland,"44,320","48,161","50,481",59,8.7,4.8,10,Virginia
Isle of Wight,"57,943","62,139","63,847",26,7.2,2.7,49,Virginia
King and Queen,"51,156","54,839","55,304",43,7.2,0.8,87,Virginia
King George,"58,946","62,938","64,018",25,6.8,1.7,74,Virginia
King William,"49,700","53,554","54,612",45,7.8,2,70,Virginia
Lancaster,"64,049","69,654","72,524",14,8.8,4.1,17,Virginia
Lee,"34,875","37,809","38,552",103,8.4,2,71,Virginia
Loudoun,"85,393","92,163","96,862",6,7.9,5.1,8,Virginia
Louisa,"46,650","50,390","50,730",57,8,0.7,90,Virginia
Lunenburg,"36,381","39,493","38,986",101,8.6,-1.3,101,Virginia
Madison,"51,376","55,251","56,535",40,7.5,2.3,61,Virginia
Mathews,"61,846","65,601","67,870",19,6.1,3.5,31,Virginia
Mecklenburg,"41,327","46,240","45,526",77,11.9,-1.5,102,Virginia
Middlesex,"55,313","58,916","60,298",32,6.5,2.3,59,Virginia
Nelson,"57,271","62,809","64,673",22,9.7,3,43,Virginia
New Kent,"88,570","96,350","102,849",4,8.8,6.7,3,Virginia
Northampton,"59,493","66,944","64,220",23,12.5,-4.1,104,Virginia
Northumberland,"59,113","62,129","61,421",30,5.1,-1.1,100,Virginia
Nottoway,"37,003","42,482","44,913",83,14.8,5.7,5,Virginia
Orange,"55,580","59,065","58,942",35,6.3,-0.2,97,Virginia
Page,"41,945","46,386","49,085",62,10.6,5.8,4,Virginia
Patrick,"36,305","39,098","40,272",95,7.7,3,42,Virginia
Powhatan,"60,942","64,880","67,908",18,6.5,4.7,11,Virginia
Prince Edward,"35,765","38,914","39,525",99,8.8,1.6,79,Virginia
Pulaski,"42,545","46,473","48,108",66,9.2,3.5,27,Virginia
Rappahannock,"70,931","76,658","79,425",9,8.1,3.6,23,Virginia
Richmond,"41,905","43,849","42,685",90,4.6,-2.7,103,Virginia
Russell,"37,054","39,578","40,218",96,6.8,1.6,77,Virginia
Scott,"35,773","38,845","39,605",98,8.6,2,72,Virginia
Shenandoah,"49,287","54,485","56,745",39,10.5,4.1,16,Virginia
Smyth,"40,203","43,209","44,461",88,7.5,2.9,45,Virginia
Stafford,"59,185","62,717","65,233",21,6,4,18,Virginia
Surry,"46,414","51,886","52,428",51,11.8,1,86,Virginia
Sussex,"34,627","38,068","37,755",105,9.9,-0.8,99,Virginia
Tazewell,"40,281","42,923","43,986",89,6.6,2.5,55,Virginia
Warren,"50,951","54,916","56,144",41,7.8,2.2,64,Virginia
Westmoreland,"48,096","50,698","50,626",58,5.4,-0.1,96,Virginia
Wythe,"39,530","43,121","44,566",86,9.1,3.4,34,Virginia
Alexandria,"91,012","103,831","105,239",3,14.1,1.4,83,Virginia
Chesapeake,"53,172","57,176","58,478",36,7.5,2.3,63,Virginia
Hampton,"45,149","48,577","48,525",64,7.6,-0.1,95,Virginia
Newport News,"43,197","46,919","46,873",70,8.6,-0.1,94,Virginia
Norfolk,"41,955","46,919","47,898",67,11.8,2.1,68,Virginia
Portsmouth,"43,042","45,825","46,025",74,6.5,0.4,93,Virginia
Roanoke,"45,563","49,714","50,807",56,9.1,2.2,66,Virginia
Suffolk,"54,783","59,366","60,770",31,8.4,2.4,58,Virginia
Virginia Beach,"59,597","64,454","65,986",20,8.1,2.4,57,Virginia
Albemarle,"75,998","88,287","91,201",7,16.2,3.3,36,Virginia
Alleghany,"41,854","44,968","46,250",73,7.4,2.9,48,Virginia
Augusta,"47,467","51,192","52,910",49,7.8,3.4,33,Virginia
Campbell,"41,668","44,800","45,413",78,7.5,1.4,82,Virginia
Carroll,"40,288","43,267","44,770",84,7.4,3.5,29,Virginia
Dinwiddie,"43,022","46,035","45,870",76,7,-0.4,98,Virginia
Fairfax,"88,291","97,278","101,400",5,10.2,4.2,15,Virginia
Frederick,"55,344","60,095","62,259",29,8.6,3.6,24,Virginia
Greensville,"35,051","39,039","39,233",100,11.4,0.5,91,Virginia
Henry,"41,842","45,512","47,455",68,8.8,4.3,14,Virginia
James City,"67,364","73,332","75,891",12,8.9,3.5,28,Virginia
Montgomery,"40,112","43,739","45,379",79,9,3.7,21,Virginia
Pittsylvania,"40,604","43,930","44,986",82,8.2,2.4,56,Virginia
Prince George,"37,703","39,464","39,733",97,4.7,0.7,89,Virginia
Prince William,"58,552","62,083","63,701",27,6,2.6,53,Virginia
Rockbridge,"43,625","46,574","48,356",65,6.8,3.8,20,Virginia
Rockingham,"43,349","48,056","51,466",55,10.9,7.1,2,Virginia
Southampton,"45,518","49,029","50,266",60,7.7,2.5,54,Virginia
Spotsylvania,"56,272","60,595","62,617",28,7.7,3.3,35,Virginia
Washington,"42,738","45,963","46,706",71,7.5,1.6,78,Virginia
Wise,"37,115","40,444","41,103",92,9,1.6,76,Virginia
York,"61,149","65,791","67,917",17,7.6,3.2,37,Virginia
Adams,"43,788","47,196","47,933",33,7.8,1.6,12,Washington
Asotin,"49,729","53,209","54,340",21,7,2.1,8,Washington
Benton,"50,724","54,663","54,454",20,7.8,-0.4,26,Washington
Chelan,"57,951","62,422","62,685",9,7.7,0.4,23,Washington
Clallam,"50,927","55,026","55,566",16,8,1,17,Washington
Clark,"57,827","63,923","65,522",6,10.5,2.5,4,Washington
Columbia,"58,030","60,341","62,566",10,4,3.7,2,Washington
Cowlitz,"49,999","54,131","54,630",19,8.3,0.9,18,Washington
Douglas,"45,851","49,319","49,114",30,7.6,-0.4,27,Washington
Ferry,"43,440","46,528","44,144",39,7.1,-5.1,38,Washington
Franklin,"42,484","46,781","46,072",38,10.1,-1.5,33,Washington
Garfield,"55,960","56,136","58,112",15,0.3,3.5,3,Washington
Grant,"45,301","48,927","48,963",31,8,0.1,24,Washington
Grays Harbor,"43,766","47,304","46,878",34,8.1,-0.9,31,Washington
Island,"59,211","63,973","65,564",5,8,2.5,5,Washington
Jefferson,"56,431","61,489","62,898",8,9,2.3,7,Washington
King,"99,372","111,117","113,819",1,11.8,2.4,6,Washington
Kitsap,"62,192","66,919","68,198",4,7.6,1.9,10,Washington
Kittitas,"50,834","55,250","55,076",18,8.7,-0.3,25,Washington
Klickitat,"51,544","54,250","53,305",23,5.2,-1.7,34,Washington
Lewis,"48,860","51,688","52,769",24,5.8,2.1,9,Washington
Lincoln,"50,818","53,383","51,953",25,5,-2.7,37,Washington
Mason,"47,670","51,104","51,375",26,7.2,0.5,22,Washington
Okanogan,"46,649","50,688","49,552",28,8.7,-2.2,36,Washington
Pacific,"43,984","47,323","46,498",37,7.6,-1.7,35,Washington
Pend Oreille,"46,684","49,572","48,892",32,6.2,-1.4,32,Washington
Pierce,"55,533","59,466","59,986",12,7.1,0.9,19,Washington
San Juan,"81,257","84,969","89,744",2,4.6,5.6,1,Washington
Skagit,"57,890","62,412","62,915",7,7.8,0.8,20,Washington
Skamania,"56,122","61,570","62,472",11,9.7,1.5,14,Washington
Snohomish,"62,805","67,885","69,010",3,8.1,1.7,11,Washington
Spokane,"49,083","54,474","54,223",22,11,-0.5,28,Washington
Stevens,"42,694","47,157","46,750",35,10.5,-0.9,30,Washington
Thurston,"54,831","59,001","59,697",13,7.6,1.2,15,Washington
Wahkiakum,"48,913","49,604","50,372",27,1.4,1.5,13,Washington
Walla Walla,"49,569","54,897","55,436",17,10.7,1,16,Washington
Whatcom,"53,867","58,581","58,993",14,8.8,0.7,21,Washington
Whitman,"44,263","51,235","46,672",36,15.8,-8.9,39,Washington
Yakima,"45,996","49,637","49,266",29,7.9,-0.7,29,Washington
Barbour,"38,272","40,850","40,399",43,6.7,-1.1,49,West Virginia
Berkeley,"47,706","51,249","52,264",12,7.4,2,18,West Virginia
Boone,"37,561","41,306","41,275",39,10,-0.1,43,West Virginia
Braxton,"39,213","40,732","40,079",45,3.9,-1.6,52,West Virginia
Brooke,"44,893","49,183","50,324",16,9.6,2.3,15,West Virginia
Cabell,"46,125","49,977","51,125",13,8.4,2.3,16,West Virginia
Calhoun,"38,866","41,735","40,741",41,7.4,-2.4,53,West Virginia
Clay,"36,085","38,819","38,450",49,7.6,-1,47,West Virginia
Doddridge,"34,487","37,305","39,087",47,8.2,4.8,6,West Virginia
Fayette,"40,368","44,327","44,814",30,9.8,1.1,26,West Virginia
Gilmer,"33,347","35,155","35,411",52,5.4,0.7,29,West Virginia
Grant,"42,169","45,794","46,333",24,8.6,1.2,25,West Virginia
Greenbrier,"43,919","47,207","47,304",23,7.5,0.2,36,West Virginia
Hampshire,"41,686","45,450","46,303",25,9,1.9,19,West Virginia
Hancock,"45,903","50,108","50,824",14,9.2,1.4,24,West Virginia
Hardy,"35,778","40,786","43,795",32,14,7.4,3,West Virginia
Harrison,"52,777","57,617","59,058",3,9.2,2.5,13,West Virginia
Jackson,"42,303","45,039","45,467",27,6.5,1,27,West Virginia
Jefferson,"56,828","61,633","63,434",2,8.5,2.9,12,West Virginia
Kanawha,"51,353","55,950","57,174",5,9,2.2,17,West Virginia
Lewis,"40,809","43,661","43,632",33,7,-0.1,42,West Virginia
Lincoln,"33,884","36,733","36,763",50,8.4,0.1,39,West Virginia
Logan,"38,968","42,251","42,308",36,8.4,0.1,37,West Virginia
McDowell,"30,972","33,979","34,283",54,9.7,0.9,28,West Virginia
Marion,"45,524","48,983","48,998",19,7.6,0,40,West Virginia
Marshall,"42,645","47,095","48,766",21,10.4,3.5,9,West Virginia
Mason,"38,848","42,060","42,115",37,8.3,0.1,38,West Virginia
Mercer,"41,342","44,605","44,763",31,7.9,0.4,34,West Virginia
Mineral,"46,579","49,460","48,818",20,6.2,-1.3,50,West Virginia
Mingo,"33,906","36,541","36,646",51,7.8,0.3,35,West Virginia
Monongalia,"49,914","54,245","55,218",8,8.7,1.8,20,West Virginia
Monroe,"37,942","40,916","40,382",44,7.8,-1.3,51,West Virginia
Morgan,"41,577","45,602","45,105",29,9.7,-1.1,48,West Virginia
Nicholas,"37,945","40,452","40,599",42,6.6,0.4,33,West Virginia
Ohio,"56,802","64,371","66,701",1,13.3,3.6,8,West Virginia
Pendleton,"45,045","50,217","54,365",11,11.5,8.3,2,West Virginia
Pleasants,"45,294","48,406","49,208",17,6.9,1.7,22,West Virginia
Pocahontas,"48,098","51,038","50,751",15,6.1,-0.6,46,West Virginia
Preston,"39,580","42,639","42,407",35,7.7,-0.5,45,West Virginia
Putnam,"49,979","53,968","55,827",7,8,3.4,10,West Virginia
Raleigh,"43,723","47,566","48,285",22,8.8,1.5,23,West Virginia
Randolph,"42,358","45,660","45,636",26,7.8,-0.1,41,West Virginia
Ritchie,"48,135","52,021","54,852",10,8.1,5.4,4,West Virginia
Roane,"36,853","39,228","39,056",48,6.4,-0.4,44,West Virginia
Summers,"39,487","42,791","43,026",34,8.4,0.5,32,West Virginia
Taylor,"44,533","48,851","49,161",18,9.7,0.6,31,West Virginia
Tucker,"47,843","53,215","55,157",9,11.2,3.6,7,West Virginia
Tyler,"44,416","50,394","56,445",6,13.5,12,1,West Virginia
Upshur,"38,304","40,959","41,230",40,6.9,0.7,30,West Virginia
Wayne,"38,047","40,917","41,922",38,7.5,2.5,14,West Virginia
Webster,"33,084","33,543","32,597",55,1.4,-2.8,54,West Virginia
Wetzel,"39,966","43,917","45,280",28,9.9,3.1,11,West Virginia
Wirt,"37,555","40,977","39,663",46,9.1,-3.2,55,West Virginia
Wood,"48,300","55,537","58,325",4,15,5,5,West Virginia
Wyoming,"31,846","34,573","35,181",53,8.6,1.8,21,West Virginia
Adams,"43,993","46,112","44,696",71,4.8,-3.1,72,Wisconsin
Ashland,"43,573","46,557","46,014",69,6.8,-1.2,69,Wisconsin
Barron,"54,519","56,928","58,029",24,4.4,1.9,15,Wisconsin
Bayfield,"49,990","53,818","52,963",43,7.7,-1.6,70,Wisconsin
Brown,"56,965","60,799","62,519",8,6.7,2.8,6,Wisconsin
Buffalo,"49,669","54,431","55,319",32,9.6,1.6,20,Wisconsin
Burnett,"45,180","48,389","48,081",66,7.1,-0.6,66,Wisconsin
Calumet,"54,563","58,066","58,999",19,6.4,1.6,23,Wisconsin
Chippewa,"50,119","53,732","54,474",36,7.2,1.4,31,Wisconsin
Clark,"47,556","50,125","51,365",53,5.4,2.5,10,Wisconsin
Columbia,"56,124","60,878","61,542",11,8.5,1.1,42,Wisconsin
Crawford,"46,646","50,089","50,741",57,7.4,1.3,35,Wisconsin
Dane,"65,500","72,511","73,726",3,10.7,1.7,19,Wisconsin
Dodge,"47,464","51,562","52,398",46,8.6,1.6,22,Wisconsin
Door,"65,788","70,363","71,130",4,7,1.1,43,Wisconsin
Douglas,"45,619","49,342","49,469",63,8.2,0.3,57,Wisconsin
Dunn,"44,574","49,794","49,324",64,11.7,-0.9,67,Wisconsin
Eau Claire,"51,690","56,403","57,320",27,9.1,1.6,21,Wisconsin
Florence,"54,969","61,327","62,285",9,11.6,1.6,26,Wisconsin
Fond du Lac,"52,419","56,667","58,204",23,8.1,2.7,7,Wisconsin
Forest,"44,504","46,167","45,248",70,3.7,-2,71,Wisconsin
Grant,"47,534","51,475","52,264",47,8.3,1.5,29,Wisconsin
Green,"56,709","60,288","61,416",12,6.3,1.9,16,Wisconsin
Green Lake,"46,978","51,152","51,819",51,8.9,1.3,34,Wisconsin
Iowa,"53,207","58,191","58,797",20,9.4,1,45,Wisconsin
Iron,"50,456","53,379","53,626",40,5.8,0.5,52,Wisconsin
Jackson,"48,388","50,110","50,097",60,3.6,0,59,Wisconsin
Jefferson,"49,776","53,886","55,023",33,8.3,2.1,13,Wisconsin
Juneau,"42,804","46,547","46,696",68,8.7,0.3,56,Wisconsin
Kenosha,"52,288","56,471","58,255",22,8,3.2,4,Wisconsin
Kewaunee,"52,538","56,598","57,770",25,7.7,2.1,14,Wisconsin
La Crosse,"53,817","59,705","60,463",13,10.9,1.3,36,Wisconsin
Lafayette,"47,826","50,750","52,048",49,6.1,2.6,9,Wisconsin
Langlade,"47,949","51,018","50,852",56,6.4,-0.3,61,Wisconsin
Lincoln,"49,761","52,544","53,038",42,5.6,0.9,47,Wisconsin
Manitowoc,"49,295","53,633","54,592",35,8.8,1.8,18,Wisconsin
Marathon,"54,405","59,089","59,949",17,8.6,1.5,30,Wisconsin
Marinette,"47,230","51,745","52,260",48,9.6,1,46,Wisconsin
Marquette,"46,069","48,932","49,041",65,6.2,0.2,58,Wisconsin
Menominee,"37,076","41,300","41,435",72,11.4,0.3,55,Wisconsin
Milwaukee,"50,651","55,965","56,188",29,10.5,0.4,53,Wisconsin
Monroe,"46,143","49,825","50,008",62,8,0.4,54,Wisconsin
Oconto,"49,649","53,227","53,823",39,7.2,1.1,40,Wisconsin
Oneida,"52,255","55,494","56,013",30,6.2,0.9,48,Wisconsin
Outagamie,"55,048","59,276","60,352",15,7.7,1.8,17,Wisconsin
Ozaukee,"86,875","95,076","99,817",1,9.4,5,1,Wisconsin
Pepin,"54,852","59,472","60,146",16,8.4,1.1,39,Wisconsin
Pierce,"51,054","57,563","58,338",21,12.7,1.3,33,Wisconsin
Polk,"49,838","53,479","54,302",38,7.3,1.5,27,Wisconsin
Portage,"50,335","54,681","54,375",37,8.6,-0.6,62,Wisconsin
Price,"47,741","51,261","51,846",50,7.4,1.1,38,Wisconsin
Racine,"52,951","56,680","57,574",26,7,1.6,25,Wisconsin
Richland,"47,428","50,606","51,382",52,6.7,1.5,28,Wisconsin
Rock,"47,909","51,955","52,517",45,8.4,1.1,44,Wisconsin
Rusk,"47,883","52,068","52,712",44,8.7,1.2,37,Wisconsin
St. Croix,"59,624","65,129","67,477",6,9.2,3.6,3,Wisconsin
Sauk,"55,652","62,446","62,052",10,12.2,-0.6,65,Wisconsin
Sawyer,"46,857","51,291","50,990",55,9.5,-0.6,63,Wisconsin
Shawano,"46,611","50,004","50,444",59,7.3,0.9,50,Wisconsin
Sheboygan,"54,964","58,813","60,359",14,7,2.6,8,Wisconsin
Taylor,"47,024","50,581","50,045",61,7.6,-1.1,68,Wisconsin
Trempealeau,"46,904","50,846","51,281",54,8.4,0.9,51,Wisconsin
Vernon,"45,808","49,833","50,622",58,8.8,1.6,24,Wisconsin
Vilas,"54,842","59,002","59,807",18,7.6,1.4,32,Wisconsin
Walworth,"55,245","61,316","62,828",7,11,2.5,11,Wisconsin
Washburn,"50,675","55,481","55,362",31,9.5,-0.2,60,Wisconsin
Washington,"61,808","66,651","68,705",5,7.8,3.1,5,Wisconsin
Waukesha,"76,931","84,113","87,582",2,9.3,4.1,2,Wisconsin
Waupaca,"49,255","53,368","54,632",34,8.4,2.4,12,Wisconsin
Waushara,"43,781","46,976","46,697",67,7.3,-0.6,64,Wisconsin
Winnebago,"51,855","56,253","56,878",28,8.5,1.1,41,Wisconsin
Wood,"49,588","52,678","53,162",41,6.2,0.9,49,Wisconsin
Albany,"46,450","49,551","50,632",20,6.7,2.2,13,Wyoming
Big Horn,"43,730","46,449","46,614",22,6.2,0.4,20,Wyoming
Campbell,"53,982","55,649","56,374",14,3.1,1.3,16,Wyoming
Carbon,"61,885","63,190","67,105",4,2.1,6.2,2,Wyoming
Converse,"65,990","64,817","65,733",6,-1.8,1.4,15,Wyoming
Crook,"53,149","54,778","57,399",13,3.1,4.8,3,Wyoming
Fremont,"49,046","50,897","52,497",18,3.8,3.1,6,Wyoming
Goshen,"48,258","50,662","50,629",21,5,-0.1,21,Wyoming
Hot Springs,"72,084","71,660","71,070",2,-0.6,-0.8,22,Wyoming
Johnson,"58,284","60,771","61,956",9,4.3,1.9,14,Wyoming
Laramie,"55,842","58,724","59,148",11,5.2,0.7,18,Wyoming
Lincoln,"53,640","61,303","63,195",8,14.3,3.1,7,Wyoming
Natrona,"63,738","66,986","68,472",3,5.1,2.2,12,Wyoming
Niobrara,"52,357","56,356","55,166",17,7.6,-2.1,23,Wyoming
Park,"61,527","62,836","65,164",7,2.1,3.7,5,Wyoming
Platte,"52,855","54,039","55,397",15,2.2,2.5,11,Wyoming
Sheridan,"59,264","65,011","66,790",5,9.7,2.7,9,Wyoming
Sublette,"62,970","59,865","61,584",10,-4.9,2.9,8,Wyoming
Sweetwater,"54,708","56,252","58,374",12,2.8,3.8,4,Wyoming
Teton,"300,665","362,522","406,054",1,20.6,12,1,Wyoming
Uinta,"42,289","44,358","44,775",23,4.9,0.9,17,Wyoming
Washakie,"55,098","54,898","55,288",16,-0.4,0.7,19,Wyoming
Weston,"49,854","49,734","50,987",19,-0.2,2.5,10,Wyoming
